duration_min,hour,trip_distance,naive_eta,abs_err
30.533333333333335,12,2.3,17.233333333333334,13.3
35.416666666666664,13,4.86,17.45,17.966666666666665
13.833333333333334,19,2.79,15.791666666666668,1.958333333333334
8.95,22,1.75,8.766666666666667,0.1833333333333318
14.883333333333333,11,2.7,17.183333333333334,2.3000000000000007
26.75,17,2.5,17.766666666666666,8.983333333333334
5.95,14,1.09,10.6,4.6499999999999995
8.633333333333333,23,1.77,8.083333333333334,0.5499999999999989
20.583333333333332,14,1.58,10.6,9.983333333333333
4.35,23,0.92,5.033333333333333,0.6833333333333336
24.95,10,6.1,21.816666666666666,3.133333333333333
2.433333333333333,1,0.34,3.066666666666667,0.6333333333333337
12.4,16,2.13,17.575000000000003,5.1750000000000025
9.0,14,0.6,6.1,2.9000000000000004
17.816666666666666,14,2.06,17.716666666666665,0.10000000000000142
27.166666666666668,14,3.26,17.716666666666665,9.450000000000003
10.683333333333334,15,1.51,10.55,0.13333333333333286
63.45,14,15.0,42.425,21.025000000000006
12.116666666666667,6,3.0,11.666666666666668,0.4499999999999993
9.533333333333333,14,1.05,10.6,1.0666666666666664
10.833333333333334,2,1.09,8.766666666666667,2.0666666666666664
4.65,13,0.36,3.6333333333333333,1.016666666666667
12.166666666666666,21,1.4,9.016666666666667,3.1499999999999986
3.966666666666667,15,0.5,3.408333333333333,0.5583333333333336
13.55,7,2.39,12.716666666666667,0.8333333333333339
7.183333333333334,14,1.14,10.6,3.416666666666666
5.883333333333334,7,0.7,4.616666666666666,1.2666666666666675
7.7,9,0.87,5.383333333333334,2.3166666666666664
15.566666666666666,20,1.6,9.033333333333333,6.533333333333333
6.95,9,0.6,5.383333333333334,1.5666666666666664
5.25,15,0.65,6.091666666666667,0.8416666666666668
5.95,7,1.27,7.758333333333333,1.8083333333333327
11.266666666666667,7,2.0,7.758333333333333,3.5083333333333346
6.45,13,1.07,10.2,3.749999999999999
12.216666666666667,20,2.5,15.15,2.9333333333333336
24.033333333333335,17,2.49,17.766666666666666,6.266666666666669
13.683333333333334,18,1.07,10.533333333333333,3.1500000000000004
26.833333333333332,12,2.71,17.233333333333334,9.599999999999998
6.066666666666666,13,0.65,6.066666666666666,0.0
14.116666666666667,15,1.93,10.55,3.5666666666666664
21.283333333333335,14,2.61,17.716666666666665,3.56666666666667
3.75,8,0.5,2.9916666666666667,0.7583333333333333
14.65,14,2.2,17.716666666666665,3.0666666666666647
4.233333333333333,12,0.6,5.883333333333334,1.6500000000000004
2.7666666666666666,1,0.14,3.066666666666667,0.30000000000000027
11.816666666666666,22,2.62,13.95,2.133333333333333
26.216666666666665,0,3.79,16.283333333333335,9.93333333333333
12.066666666666666,22,2.23,13.95,1.8833333333333329
2.933333333333333,22,0.6,5.475,2.5416666666666665
31.3,11,17.3,33.86666666666667,2.5666666666666664
5.383333333333334,14,0.91,6.1,0.7166666666666659
29.566666666666666,2,17.1,32.083333333333336,2.5166666666666693
9.45,22,2.73,13.95,4.5
23.75,14,2.37,17.716666666666665,6.033333333333335
27.95,11,10.39,33.86666666666667,5.916666666666668
30.05,18,2.1,17.416666666666668,12.633333333333333
46.4,15,22.2,51.9,5.5
3.5,3,0.62,4.941666666666666,1.4416666666666664
22.9,9,4.56,15.816666666666666,7.083333333333332
17.316666666666666,14,3.25,17.716666666666665,0.3999999999999986
6.966666666666667,5,0.8,4.3,2.666666666666667
6.683333333333334,14,1.36,10.6,3.916666666666666
4.566666666666666,8,0.59,5.083333333333333,0.5166666666666666
14.616666666666667,17,2.39,17.766666666666666,3.1499999999999986
30.833333333333332,0,3.72,16.283333333333335,14.549999999999997
45.35,16,13.93,43.483333333333334,1.8666666666666671
4.333333333333333,22,0.9,5.475,1.1416666666666666
3.6333333333333333,16,0.4,3.9,0.2666666666666666
33.95,23,21.03,37.65,3.6999999999999957
19.116666666666667,19,9.29,22.041666666666664,2.924999999999997
18.816666666666666,17,3.36,17.766666666666666,1.0500000000000007
6.466666666666667,21,1.61,9.016666666666667,2.5500000000000007
13.033333333333333,11,0.63,5.816666666666666,7.216666666666667
13.266666666666667,23,2.58,13.1,0.16666666666666785
24.183333333333334,15,2.99,17.766666666666666,6.416666666666668
6.3,11,0.83,5.816666666666666,0.4833333333333334
31.083333333333332,21,4.91,14.483333333333334,16.599999999999998
18.75,16,1.49,10.383333333333333,8.366666666666667
11.283333333333333,1,1.8,9.233333333333333,2.0500000000000007
2.566666666666667,15,0.54,6.091666666666667,3.525
7.95,23,1.89,8.083333333333334,0.13333333333333375
20.683333333333334,2,3.84,14.95,5.733333333333334
15.483333333333333,13,2.0,10.2,5.283333333333333
3.783333333333333,5,1.02,6.908333333333333,3.125
3.6166666666666667,2,0.6,5.35,1.733333333333333
16.25,16,2.47,17.575000000000003,1.3250000000000028
6.883333333333334,18,0.78,6.233333333333333,0.6500000000000004
22.783333333333335,15,1.97,10.55,12.233333333333334
16.483333333333334,20,3.1,15.15,1.333333333333334
16.0,12,5.26,23.316666666666666,7.316666666666666
13.95,15,1.14,10.55,3.3999999999999986
13.5,21,2.03,14.483333333333334,0.9833333333333343
21.066666666666666,18,1.2,10.533333333333333,10.533333333333333
38.31666666666667,22,11.81,30.65833333333333,7.6583333333333385
10.783333333333333,20,1.55,9.033333333333333,1.75
14.216666666666667,1,1.81,9.233333333333333,4.983333333333334
15.666666666666666,19,2.35,15.791666666666668,0.12500000000000178
23.833333333333332,14,3.3,17.716666666666665,6.116666666666667
14.5,0,2.3,16.283333333333335,1.783333333333335
54.06666666666667,11,19.0,33.86666666666667,20.200000000000003
5.65,17,1.15,10.45,4.799999999999999
3.55,3,0.54,4.941666666666666,1.3916666666666666
6.2,17,0.69,6.066666666666666,0.13333333333333375
4.833333333333333,12,0.62,5.883333333333334,1.0500000000000007
19.983333333333334,20,3.13,15.15,4.833333333333334
10.883333333333333,9,1.82,9.2,1.6833333333333336
29.733333333333334,2,20.69,43.36666666666666,13.633333333333326
9.483333333333333,17,2.27,17.766666666666666,8.283333333333333
10.533333333333333,14,1.78,10.6,0.06666666666666643
4.533333333333333,23,0.51,5.033333333333333,0.5
14.916666666666666,16,7.85,24.733333333333334,9.816666666666668
11.966666666666667,23,2.59,13.1,1.1333333333333329
10.583333333333334,10,1.41,9.65,0.9333333333333336
13.0,12,2.06,17.233333333333334,4.233333333333334
13.033333333333333,6,2.86,11.666666666666668,1.3666666666666654
16.083333333333332,11,2.79,17.183333333333334,1.1000000000000014
12.4,2,1.57,8.766666666666667,3.633333333333333
15.45,11,2.22,17.183333333333334,1.7333333333333343
5.05,17,1.16,10.45,5.3999999999999995
9.666666666666666,12,1.4,10.183333333333334,0.5166666666666675
8.883333333333333,23,1.6,8.083333333333334,0.7999999999999989
12.0,23,2.4,13.1,1.0999999999999996
12.816666666666666,0,3.57,16.283333333333335,3.4666666666666686
7.1,3,1.72,8.416666666666666,1.3166666666666664
25.666666666666668,12,10.76,34.7,9.033333333333335
7.866666666666666,2,1.84,8.766666666666667,0.9000000000000012
5.95,15,0.74,6.091666666666667,0.1416666666666666
18.0,13,3.34,17.45,0.5500000000000007
44.516666666666666,17,19.59,41.55,2.9666666666666686
10.6,14,2.33,17.716666666666665,7.116666666666665
6.766666666666667,14,0.99,6.1,0.666666666666667
1.6833333333333333,8,0.45,2.9916666666666667,1.3083333333333333
16.466666666666665,19,0.95,5.583333333333333,10.883333333333333
18.2,19,11.51,34.93333333333334,16.733333333333338
13.75,16,2.23,17.575000000000003,3.825000000000003
40.9,19,26.98,41.95,1.0500000000000043
8.1,20,1.3,9.033333333333333,0.9333333333333336
20.25,12,8.85,23.316666666666666,3.0666666666666664
12.95,18,1.12,10.533333333333333,2.416666666666666
26.016666666666666,14,13.14,42.425,16.40833333333333
31.05,11,11.65,33.86666666666667,2.8166666666666664
19.866666666666667,21,4.89,14.483333333333334,5.383333333333333
5.883333333333334,6,0.52,4.433333333333334,1.4500000000000002
6.4,16,1.2,10.383333333333333,3.9833333333333325
7.666666666666667,13,1.26,10.2,2.5333333333333323
5.9,13,1.24,10.2,4.299999999999999
9.966666666666667,21,2.39,14.483333333333334,4.5166666666666675
7.883333333333334,4,1.23,7.716666666666667,0.16666666666666696
31.883333333333333,0,2.55,16.283333333333335,15.599999999999998
22.15,12,5.3,23.316666666666666,1.1666666666666679
12.6,4,3.96,13.2,0.5999999999999996
3.2,10,0.56,5.583333333333333,2.383333333333333
6.083333333333333,6,1.2,7.341666666666667,1.2583333333333337
14.116666666666667,17,1.41,10.45,3.666666666666668
3.0833333333333335,16,0.43,3.9,0.8166666666666664
12.55,13,1.9,10.2,2.3500000000000014
13.75,13,2.22,17.45,3.6999999999999993
16.783333333333335,15,1.32,10.55,6.233333333333334
34.68333333333333,16,9.94,24.733333333333334,9.949999999999996
32.766666666666666,13,2.93,17.45,15.316666666666666
21.416666666666668,4,6.69,21.96666666666667,0.5500000000000007
4.566666666666666,12,0.7,5.883333333333334,1.3166666666666673
19.266666666666666,14,2.2,17.716666666666665,1.5500000000000007
17.616666666666667,9,2.03,15.816666666666666,1.8000000000000007
84.08333333333333,8,3.2,14.633333333333333,69.44999999999999
28.85,11,4.66,17.183333333333334,11.666666666666668
55.766666666666666,16,16.46,43.483333333333334,12.283333333333331
17.65,9,1.45,9.2,8.45
4.25,21,0.69,5.45,1.2000000000000002
20.466666666666665,5,3.78,11.55,8.916666666666664
15.583333333333334,10,3.25,16.0,0.4166666666666661
8.716666666666667,3,1.72,8.416666666666666,0.3000000000000007
6.216666666666667,8,0.86,5.083333333333333,1.1333333333333337
4.633333333333334,7,0.77,4.616666666666666,0.016666666666667496
9.383333333333333,20,2.08,15.15,5.7666666666666675
13.533333333333333,21,1.74,9.016666666666667,4.516666666666666
3.1,11,0.81,5.816666666666666,2.7166666666666663
22.866666666666667,12,9.79,23.316666666666666,0.4499999999999993
3.85,15,0.44,3.408333333333333,0.4416666666666669
20.733333333333334,10,2.89,16.0,4.733333333333334
31.233333333333334,20,17.03,32.233333333333334,1.0
4.4,2,0.4,2.9583333333333335,1.4416666666666669
8.1,8,1.2,8.425,0.32500000000000107
17.65,0,11.22,30.266666666666666,12.616666666666667
5.2,11,0.74,5.816666666666666,0.6166666666666663
15.516666666666667,19,3.04,15.791666666666668,0.27500000000000036
17.533333333333335,13,4.2,17.45,0.0833333333333357
8.133333333333333,15,1.26,10.55,2.416666666666668
4.833333333333333,1,1.16,9.233333333333333,4.3999999999999995
19.85,13,4.11,17.45,2.400000000000002
5.5,10,0.99,5.583333333333333,0.08333333333333304
5.316666666666666,9,0.73,5.383333333333334,0.06666666666666732
9.15,20,1.94,9.033333333333333,0.11666666666666714
13.466666666666667,11,1.7,10.033333333333333,3.4333333333333336
2.1333333333333333,14,0.4,3.3333333333333335,1.2000000000000002
30.3,8,17.74,35.15,4.849999999999998
22.7,11,13.75,33.86666666666667,11.166666666666668
10.45,11,1.94,10.033333333333333,0.4166666666666661
13.733333333333333,15,2.2,17.766666666666666,4.033333333333333
3.2666666666666666,15,0.46,3.408333333333333,0.1416666666666666
11.266666666666667,10,1.51,9.65,1.6166666666666671
13.166666666666666,12,2.13,17.233333333333334,4.066666666666668
10.066666666666666,0,5.78,22.633333333333333,12.566666666666666
11.866666666666667,10,2.3,16.0,4.133333333333333
3.2333333333333334,19,0.51,5.583333333333333,2.3499999999999996
13.166666666666666,17,1.6,10.45,2.716666666666667
24.383333333333333,9,12.6,31.041666666666668,6.658333333333335
41.13333333333333,6,17.75,33.63333333333333,7.5
48.38333333333333,13,16.77,38.650000000000006,9.733333333333327
10.983333333333333,23,2.44,13.1,2.116666666666667
7.75,14,1.2,10.6,2.8499999999999996
